subject,frame_idx,pred_prob,pred_label,true_label
01,0,0.21629951894283295,0,1
01,1,0.16199369728565216,0,1
01,2,0.5007383227348328,1,1
01,3,0.7961950302124023,1,1
01,4,0.11544124037027359,0,1
01,5,0.9019945859909058,1,1
01,6,0.00978973601013422,0,1
01,7,0.10934484004974365,0,1
01,8,0.0785374715924263,0,1
01,9,0.0959763154387474,0,1
01,10,0.04604451358318329,0,1
01,11,0.07851636409759521,0,1
01,12,0.040352024137973785,0,1
01,13,0.007091886829584837,0,1
01,14,0.020983325317502022,0,1
01,15,0.0568796806037426,0,1
01,16,0.016642745584249496,0,1
01,17,0.008719058707356453,0,1
01,18,0.005291815847158432,0,1
01,19,0.015578029677271843,0,1
01,20,0.008328142575919628,0,1
01,21,0.24830998480319977,0,1
01,22,0.9038573503494263,1,1
01,23,0.5361467599868774,1,1
01,24,0.13754180073738098,0,1
01,25,0.10191450268030167,0,1
01,26,0.21712806820869446,0,1
01,27,0.36545419692993164,0,1
01,28,0.12082232534885406,0,1
01,29,0.32543066143989563,0,1
01,30,0.1780693382024765,0,1
01,31,0.23168639838695526,0,1
01,32,0.4136275053024292,0,1
01,33,0.1997249722480774,0,1
01,34,0.516548752784729,1,1
01,35,0.2392207235097885,0,1
01,36,0.5287622809410095,1,1
01,37,0.2746921479701996,0,1
01,38,0.5162639617919922,1,1
01,39,0.2934049069881439,0,1
01,40,0.21988679468631744,0,1
01,41,0.3676891624927521,0,1
01,42,0.000954076589550823,0,1
01,43,0.001360383932478726,0,1
01,44,0.005557543598115444,0,1
01,45,0.43109607696533203,0,1
01,46,0.5908608436584473,1,1
01,47,0.13144779205322266,0,1
01,48,0.6964701414108276,1,1
01,49,0.06904634833335876,0,1
01,50,0.3644818663597107,0,1
01,51,0.563463568687439,1,1
01,52,0.11360079050064087,0,1
01,53,0.5877237915992737,1,1
01,54,0.8728790283203125,1,1
01,55,0.9167085886001587,1,1
01,56,0.2653495967388153,0,1
01,57,0.1481301188468933,0,1
01,58,0.08613435924053192,0,1
01,59,0.22572903335094452,0,1
01,60,0.050642795860767365,0,0
01,61,0.04350019991397858,0,0
01,62,0.022944023832678795,0,0
01,63,0.01752139814198017,0,0
01,64,0.04374366253614426,0,0
01,65,0.08656985312700272,0,0
01,66,0.11667358130216599,0,0
01,67,0.011917958967387676,0,0
01,68,0.03503825515508652,0,0
01,69,0.025498496368527412,0,0
01,70,0.03260994702577591,0,0
01,71,0.009513072669506073,0,0
01,72,0.01946873776614666,0,0
01,73,0.030249515548348427,0,0
01,74,0.006407450884580612,0,0
01,75,0.057397544384002686,0,0
01,76,0.0064621297642588615,0,0
01,77,0.21098117530345917,0,0
01,78,0.03960385173559189,0,0
01,79,0.020959332585334778,0,0
