subject,frame_idx,pred_prob,pred_label,true_label
01,0,0.9867731928825378,1,1
01,1,0.9890789985656738,1,1
01,2,0.9830705523490906,1,1
01,3,0.9873101115226746,1,1
01,4,0.9884939193725586,1,1
01,5,0.989296555519104,1,1
01,6,0.9895271062850952,1,1
01,7,0.9962811470031738,1,1
01,8,0.9962505102157593,1,1
01,9,0.9939470291137695,1,1
01,10,0.9909305572509766,1,1
01,11,0.9895801544189453,1,1
01,12,0.99012690782547,1,1
01,13,0.9903619885444641,1,1
01,14,0.9924772381782532,1,1
01,15,0.9954972267150879,1,1
01,16,0.9931389093399048,1,1
01,17,0.9897095561027527,1,1
01,18,0.9874521493911743,1,1
01,19,0.974321186542511,1,1
01,20,0.9719115495681763,1,1
01,21,0.9752752184867859,1,1
01,22,0.9775444865226746,1,1
01,23,0.9799706339836121,1,1
01,24,0.9924504160881042,1,1
01,25,0.990649402141571,1,1
01,26,0.9878898859024048,1,1
01,27,0.9893990755081177,1,1
01,28,0.987817645072937,1,1
01,29,0.9887369275093079,1,1
01,30,0.9898393750190735,1,1
01,31,0.9930370450019836,1,1
01,32,0.992293655872345,1,1
01,33,0.9933024644851685,1,1
01,34,0.8640334010124207,1,1
01,35,0.7300752401351929,1,1
01,36,0.6268324255943298,1,1
01,37,0.6270723938941956,1,1
01,38,0.6028252243995667,1,1
01,39,0.7053192853927612,1,1
01,40,0.8380725979804993,1,1
01,41,0.9323070645332336,1,1
01,42,0.9285723567008972,1,1
01,43,0.9511780738830566,1,1
01,44,0.9771726727485657,1,1
01,45,0.9777814745903015,1,1
01,46,0.9785363078117371,1,1
01,47,0.9747268557548523,1,1
01,48,0.9732419848442078,1,1
01,49,0.9698120355606079,1,1
01,50,0.9717873334884644,1,1
01,51,0.7889178991317749,1,1
01,52,0.6175726652145386,1,1
01,53,0.43221616744995117,1,0
01,54,0.4183045029640198,1,0
01,55,0.22625401616096497,0,0
01,56,0.22005657851696014,0,0
01,57,0.20117740333080292,0,0
01,58,0.19417302310466766,0,0
01,59,0.04343385621905327,0,0
01,60,0.1033390536904335,0,0
01,61,0.11036846786737442,0,0
01,62,0.14830192923545837,0,0
01,63,0.15673956274986267,0,0
01,64,0.13625167310237885,0,0
01,65,0.08275388181209564,0,0
01,66,0.08638446033000946,0,0
01,67,0.06574495881795883,0,0
01,68,0.07831836491823196,0,0
01,69,0.09368222206830978,0,0
01,70,0.08792348206043243,0,0
01,71,0.09746955335140228,0,0
01,72,0.09149669110774994,0,0
01,73,0.08837605267763138,0,0
01,74,0.08405859768390656,0,0
01,75,0.09448039531707764,0,0
01,76,0.08780961483716965,0,0
01,77,0.10239262878894806,0,0
01,78,0.10186879336833954,0,0
01,79,0.10693792253732681,0,0
01,80,0.11027365922927856,0,0
01,81,0.11997993290424347,0,0
01,82,0.11776957660913467,0,0
01,83,0.11350810527801514,0,0
01,84,0.11886627972126007,0,0
01,85,0.13271024823188782,0,0
01,86,0.12931428849697113,0,0
01,87,0.11497457325458527,0,0
01,88,0.12992939352989197,0,0
01,89,0.11716721951961517,0,0
01,90,0.1030304804444313,0,0
01,91,0.0966963917016983,0,0
01,92,0.11498449742794037,0,0
01,93,0.1167377382516861,0,0
01,94,0.11830143630504608,0,0
01,95,0.12140107154846191,0,0
01,96,0.13862471282482147,0,0
01,97,0.12513816356658936,0,0
01,98,0.13600151240825653,0,0
01,99,0.13398995995521545,0,0
01,100,0.1557444930076599,0,0
01,101,0.13755255937576294,0,0
01,102,0.12636974453926086,0,0
01,103,0.09591978043317795,0,0
01,104,0.08155111223459244,0,0
01,105,0.03911018371582031,0,0
01,106,0.025070399045944214,0,0
01,107,0.02224019169807434,0,0
01,108,0.009633293375372887,0,0
01,109,0.006142177153378725,0,0
01,110,0.004834784660488367,0,0
01,111,0.004878033883869648,0,0
01,112,0.007798094302415848,0,0
01,113,0.00803279783576727,0,0
01,114,0.009382258169353008,0,0
01,115,0.01315316092222929,0,0
01,116,0.012801162898540497,0,0
01,117,0.009293009527027607,0,0
01,118,0.009425399824976921,0,0
01,119,0.008128996938467026,0,0
01,120,0.003793778596445918,0,0
01,121,0.011340647004544735,0,0
01,122,0.011193955317139626,0,0
01,123,0.012371172197163105,0,0
01,124,0.012136297300457954,0,0
01,125,0.013851848430931568,0,0
01,126,0.011216579005122185,0,0
01,127,0.015107251703739166,0,0
01,128,0.013605418615043163,0,0
01,129,0.014808708801865578,0,0
01,130,0.015004163607954979,0,0
01,131,0.010412861593067646,0,0
01,132,0.007574277464300394,0,0
01,133,0.00853204820305109,0,0
01,134,0.008808967657387257,0,0
01,135,0.01006264053285122,0,0
01,136,0.015387961640954018,0,0
01,137,0.015656884759664536,0,0
01,138,0.014783176593482494,0,0
01,139,0.01427015382796526,0,0
01,140,0.021354202181100845,0,0
01,141,0.03502006083726883,0,0
01,142,0.03950359672307968,0,0
01,143,0.039878711104393005,0,0
01,144,0.04745565727353096,0,0
01,145,0.04072964936494827,0,0
01,146,0.026861125603318214,0,0
01,147,0.027282243594527245,0,0
01,148,0.03233889490365982,0,0
01,149,0.0279966052621603,0,0
02,0,0.0659441351890564,0,0
02,1,0.06192195415496826,0,0
02,2,0.051768958568573,0,0
02,3,0.022817643359303474,0,0
02,4,0.017611393705010414,0,0
02,5,0.05129483342170715,0,0
02,6,0.051707930862903595,0,0
02,7,0.06186438351869583,0,0
02,8,0.06291770935058594,0,0
02,9,0.06288869678974152,0,0
02,10,0.02941644750535488,0,0
02,11,0.02296462282538414,0,0
02,12,0.014080645516514778,0,0
02,13,0.012774879112839699,0,0
02,14,0.011361353099346161,0,0
02,15,0.014913775026798248,0,0
02,16,0.013163293711841106,0,0
02,17,0.01145427767187357,0,0
02,18,0.01094121765345335,0,0
02,19,0.011204325594007969,0,0
02,20,0.007720716297626495,0,0
02,21,0.006761203054338694,0,0
02,22,0.008719922043383121,0,0
02,23,0.008155645802617073,0,0
02,24,0.008708341047167778,0,0
02,25,0.010039625689387321,0,0
02,26,0.010404752567410469,0,0
02,27,0.007597324438393116,0,0
02,28,0.008553428575396538,0,0
02,29,0.008448091335594654,0,0
02,30,0.007359826471656561,0,0
02,31,0.006805308163166046,0,0
02,32,0.00782892294228077,0,0
02,33,0.00691092386841774,0,0
02,34,0.006940269377082586,0,0
02,35,0.007023836486041546,0,0
02,36,0.007150811143219471,0,0
02,37,0.005849875044077635,0,0
02,38,0.006446857005357742,0,0
02,39,0.007674125023186207,0,0
02,40,0.007194251753389835,0,0
02,41,0.020268194377422333,0,0
02,42,0.022185951471328735,0,0
02,43,0.023131435737013817,0,0
02,44,0.021532615646719933,0,0
02,45,0.024540256708860397,0,0
02,46,0.011066049337387085,0,0
02,47,0.010119062848389149,0,0
02,48,0.015628911554813385,0,0
02,49,0.016492759808897972,0,0
02,50,0.01362099964171648,0,0
02,51,0.013614540919661522,0,0
02,52,0.01261602621525526,0,0
02,53,0.0054106032475829124,0,0
02,54,0.006276714149862528,0,0
02,55,0.00719943642616272,0,0
02,56,0.007678273133933544,0,0
02,57,0.008796902373433113,0,0
02,58,0.010487833060324192,0,0
02,59,0.010253529995679855,0,0
02,60,0.010834930464625359,0,0
02,61,0.011979292146861553,0,0
02,62,0.013454029336571693,0,0
02,63,0.01642964407801628,0,0
02,64,0.016223132610321045,0,0
02,65,0.015391339547932148,0,0
02,66,0.014353829436004162,0,0
02,67,0.013350807130336761,0,0
02,68,0.00946582667529583,0,0
02,69,0.011949027888476849,0,0
02,70,0.01196177490055561,0,0
02,71,0.012429974973201752,0,0
02,72,0.013621422462165356,0,0
02,73,0.015459815040230751,0,0
